Time(s),Input(v),Output(v),Output(m)
55.3000000000005,2.503,4.681,8.212
55.4000000000005,2.503,4.686,8.220
55.5000000000005,2.503,4.690,8.228
55.6000000000005,2.503,4.695,8.237
55.7000000000005,2.503,4.699,8.245
55.8000000000005,2.493,4.704,8.253
55.9000000000005,2.503,4.709,8.261
56.0000000000005,2.503,4.713,8.269
56.1000000000005,2.493,4.718,8.276
56.2000000000005,2.493,4.722,8.284
56.3000000000005,2.503,4.726,8.292
56.4000000000005,2.503,4.731,8.299
56.5000000000005,2.503,4.735,8.307
56.6000000000005,2.503,4.739,8.314
56.7000000000005,2.503,4.743,8.322
56.8000000000005,2.503,4.748,8.329
56.9000000000005,2.503,4.752,8.337
57.0000000000005,2.503,4.756,8.344
57.1000000000005,2.503,4.761,8.352
57.2000000000005,2.503,4.765,8.359
57.3000000000005,2.503,4.769,8.367
57.4000000000005,2.493,4.773,8.374
57.5000000000005,2.503,4.777,8.381
57.6000000000005,2.503,4.782,8.389
57.7000000000005,2.493,4.786,8.396
57.8000000000006,2.503,4.790,8.403
57.9000000000006,2.503,4.794,8.410
58.0000000000006,2.503,4.798,8.417
58.1000000000006,2.503,4.802,8.424
58.2000000000006,2.503,4.806,8.431
58.3000000000006,2.503,4.810,8.438
58.4000000000006,2.503,4.814,8.445
58.5000000000006,2.503,4.818,8.453
58.6000000000006,2.503,4.822,8.460
58.7000000000006,2.493,4.826,8.467
58.8000000000006,2.503,4.830,8.474
58.9000000000006,2.493,4.834,8.480
59.0000000000006,2.493,4.838,8.487
59.1000000000006,2.503,4.841,8.494
59.2000000000006,2.503,4.845,8.500
59.3000000000006,2.503,4.849,8.507
59.4000000000006,2.503,4.853,8.513
59.5000000000006,2.493,4.856,8.520
59.6000000000006,2.493,4.860,8.526
59.7000000000006,2.503,4.863,8.532
59.8000000000006,2.493,4.867,8.538
59.9000000000006,2.503,4.870,8.544
60.0000000000006,2.493,4.874,8.550
60.1000000000006,2.503,4.877,8.556
60.2000000000006,2.493,4.880,8.562
60.3000000000006,2.503,4.884,8.568
60.4000000000006,2.503,4.887,8.574
60.5000000000006,2.503,4.890,8.579
60.6000000000006,2.503,4.893,8.585
60.7000000000006,2.493,4.897,8.591
60.8000000000006,2.503,4.900,8.596
60.9000000000006,2.503,4.903,8.602
61.0000000000006,2.493,4.906,8.607
61.1000000000006,2.503,4.909,8.613
61.2000000000006,2.503,4.912,8.618
61.3000000000006,2.503,4.915,8.624
61.4000000000006,2.503,4.919,8.629
61.5000000000006,2.503,4.922,8.634
61.6000000000006,2.503,4.925,8.640
61.7000000000006,2.503,4.928,8.645
61.8000000000006,2.493,4.931,8.651
61.9000000000006,2.503,4.934,8.656
62.0000000000006,2.493,4.937,8.661
62.1000000000006,2.493,4.940,8.666
62.2000000000006,2.493,4.943,8.671
62.3000000000006,2.503,4.945,8.676
62.4000000000006,2.503,4.948,8.681
62.5000000000006,2.493,4.951,8.686
62.6000000000006,2.493,4.954,8.691
62.7000000000006,2.503,4.956,8.695
62.8000000000006,2.503,4.959,8.700
62.9000000000006,2.503,4.961,8.704
63.0000000000006,2.503,4.964,8.709
63.1000000000006,2.503,4.967,8.713
63.2000000000006,2.493,4.969,8.718
63.3000000000006,2.503,4.972,8.722
63.4000000000006,2.503,4.974,8.727
63.5000000000006,2.503,4.977,8.731
63.6000000000006,2.503,4.979,8.736
63.7000000000006,2.503,4.982,8.740
63.8000000000006,2.503,4.984,8.745
63.9000000000006,2.503,4.987,8.749
64.0000000000006,2.503,4.990,8.754
64.1000000000006,2.503,4.992,8.758
64.2000000000006,2.493,4.995,8.763
64.3000000000006,2.503,4.997,8.767
64.4000000000006,2.493,5.000,8.772
64.5000000000006,2.503,5.002,8.776
64.6000000000006,2.493,5.005,8.780
64.7000000000006,2.493,5.007,8.784
64.8000000000006,2.503,5.009,8.788
64.9000000000006,2.503,5.011,8.792
65.0000000000006,2.493,5.014,8.796
65.1000000000006,2.493,5.016,8.800
65.2000000000006,2.503,5.018,8.804
65.3000000000006,2.503,5.020,8.807
65.4000000000006,2.493,5.022,8.811
65.5000000000006,2.503,5.024,8.815
65.6000000000005,2.503,5.026,8.818
65.7000000000005,2.493,5.028,8.822
65.8000000000005,2.493,5.030,8.825
65.9000000000005,2.493,5.032,8.829
66.0000000000005,2.503,5.034,8.832
66.1000000000005,2.493,5.036,8.835
66.2000000000005,2.503,5.038,8.838
66.3000000000005,2.503,5.039,8.841
66.4000000000005,2.493,5.041,8.844
66.5000000000005,2.503,5.043,8.847
66.6000000000005,2.493,5.045,8.850
66.7000000000005,2.493,5.046,8.853
66.8000000000005,2.493,5.048,8.856
66.9000000000005,2.503,5.049,8.858
67.0000000000005,2.503,5.051,8.861
67.1000000000005,2.503,5.052,8.863
67.2000000000005,2.503,5.054,8.866
67.3000000000005,2.493,5.055,8.869
67.4000000000004,2.493,5.057,8.871
67.5000000000004,2.493,5.058,8.874
67.6000000000004,2.503,5.059,8.876
67.7000000000004,2.503,5.060,8.878
67.8000000000004,2.503,5.062,8.880
67.9000000000004,2.503,5.063,8.883
68.0000000000004,2.493,5.064,8.885
68.1000000000004,2.493,5.066,8.887
68.2000000000004,2.503,5.067,8.889
68.3000000000004,2.493,5.068,8.891
68.4000000000004,2.493,5.069,8.893
68.5000000000004,2.493,5.070,8.895
68.6000000000004,2.503,5.071,8.897
68.7000000000004,2.503,5.072,8.899
68.8000000000004,2.493,5.073,8.900
68.9000000000004,2.503,5.074,8.902
69.0000000000004,2.503,5.075,8.904
69.1000000000003,2.503,5.076,8.905
69.2000000000003,2.493,5.077,8.907
69.3000000000003,2.503,5.078,8.908
69.4000000000003,2.493,5.079,8.910
69.5000000000003,2.493,5.080,8.912
69.6000000000003,2.503,5.080,8.913
69.7000000000003,2.503,5.081,8.914
69.8000000000003,2.503,5.082,8.916
69.9000000000003,2.493,5.083,8.917
70.0000000000003,2.493,5.084,8.918
70.1000000000003,2.503,5.084,8.920
70.2000000000003,2.503,5.085,8.921
70.3000000000003,2.493,5.086,8.922
70.4000000000003,2.493,5.086,8.923
70.5000000000003,2.503,5.087,8.924
70.6000000000003,2.503,5.087,8.925
70.7000000000003,2.503,5.088,8.926
70.8000000000003,2.493,5.089,8.927
70.9000000000002,2.503,5.089,8.928
71.0000000000002,2.503,5.090,8.929
71.1000000000002,2.493,5.090,8.930
71.2000000000002,2.493,5.091,8.931
71.3000000000002,2.503,5.091,8.932
71.4000000000002,2.493,5.092,8.933
71.5000000000002,2.493,5.092,8.934
71.6000000000002,2.493,5.092,8.934
71.7000000000002,2.503,5.093,8.935
71.8000000000002,2.493,5.093,8.935
71.9000000000002,2.493,5.093,8.935
72.0000000000002,2.503,5.093,8.936
72.1000000000002,2.503,5.093,8.936
72.2000000000002,2.493,5.094,8.936
72.3000000000002,2.493,5.094,8.936
72.4000000000002,2.503,5.094,8.936
72.5000000000002,2.503,5.094,8.937
72.6000000000002,2.503,5.094,8.937
72.7000000000001,2.493,5.094,8.937
72.8000000000001,2.503,5.094,8.937
72.9000000000001,2.503,5.094,8.937
73.0000000000001,2.503,5.094,8.937
73.1000000000001,2.503,5.094,8.937
73.2000000000001,2.493,5.094,8.938
73.3000000000001,2.503,5.095,8.938
73.4000000000001,2.503,5.095,8.938
73.5000000000001,2.503,5.095,8.938
73.6000000000001,2.493,5.095,8.938
73.7000000000001,2.503,5.095,8.939
73.8000000000001,2.493,5.095,8.939
73.9000000000001,2.493,5.095,8.939
74.0000000000001,2.493,5.095,8.939
74.1000000000001,2.503,5.095,8.938
74.2000000000001,2.503,5.095,8.938
74.3000000000001,2.493,5.095,8.938
74.4,2.493,5.095,8.938
74.5,2.503,5.094,8.938
74.6,2.493,5.094,8.937
74.7,2.503,5.094,8.937
74.8,2.493,5.094,8.936
74.9,2.503,5.093,8.936
75,2.493,5.093,8.935
75.1,2.493,5.093,8.935
75.2,2.493,5.092,8.934
75.3,2.493,5.092,8.933
75.4,2.503,5.091,8.932
75.5,2.503,5.091,8.932
75.6,2.503,5.090,8.931
75.7,2.503,5.090,8.930
75.8,2.503,5.090,8.929
75.9,2.493,5.089,8.928
76,2.503,5.089,8.928
76.1,2.493,5.088,8.927
76.1999999999999,2.503,5.088,8.926
76.2999999999999,2.493,5.087,8.925
76.3999999999999,2.503,5.087,8.924
76.4999999999999,2.493,5.086,8.923
76.5999999999999,2.503,5.086,8.922
76.6999999999999,2.503,5.085,8.921
76.7999999999999,2.503,5.085,8.921
76.8999999999999,2.493,5.084,8.920
76.9999999999999,2.493,5.084,8.919
77.0999999999999,2.493,5.083,8.918
77.1999999999999,2.503,5.082,8.916
77.2999999999999,2.503,5.082,8.915
77.3999999999999,2.493,5.081,8.914
77.4999999999999,2.503,5.080,8.913
77.5999999999999,2.493,5.080,8.912
77.6999999999999,2.503,5.079,8.911
77.7999999999999,2.503,5.078,8.909
77.8999999999998,2.493,5.078,8.908
77.9999999999998,2.493,5.077,8.907
78.0999999999998,2.512,5.076,8.905
78.1999999999998,2.503,5.075,8.904
78.2999999999998,2.503,5.075,8.903
78.3999999999998,2.493,5.074,8.902
78.4999999999998,2.503,5.073,8.901
78.5999999999998,2.503,5.073,8.900
78.6999999999998,2.503,5.072,8.899
78.7999999999998,2.493,5.072,8.898
78.8999999999998,2.503,5.071,8.896
78.9999999999998,2.493,5.070,8.895
79.0999999999998,2.503,5.070,8.894
79.1999999999998,2.503,5.069,8.893
79.2999999999998,2.493,5.068,8.892
79.3999999999998,2.503,5.068,8.891
79.4999999999998,2.493,5.067,8.889
79.5999999999998,2.503,5.066,8.888
79.6999999999997,2.503,5.066,8.887
79.7999999999997,2.493,5.065,8.886
79.8999999999997,2.503,5.064,8.884
79.9999999999997,2.503,5.063,8.883
80.0999999999997,2.493,5.063,8.882
80.1999999999997,2.503,5.062,8.881
80.2999999999997,2.503,5.061,8.879
80.3999999999997,2.503,5.061,8.878
80.4999999999997,2.503,5.060,8.877
80.5999999999997,2.493,5.059,8.876
80.6999999999997,2.503,5.059,8.875
80.7999999999997,2.503,5.058,8.874
80.8999999999997,2.493,5.057,8.873
80.9999999999997,2.503,5.057,8.871
81.0999999999997,2.503,5.056,8.870
81.1999999999997,2.503,5.055,8.869
81.2999999999997,2.503,5.055,8.868
81.3999999999997,2.493,5.054,8.867
81.4999999999996,2.503,5.054,8.866
81.5999999999996,2.493,5.053,8.865
81.6999999999996,2.493,5.052,8.864
81.7999999999996,2.493,5.051,8.862
81.8999999999996,2.503,5.051,8.861
